MDC (01-25),ΚΩΔΙΚΟΣ ΚΕΝ (όλοι οι ΑλφΑβητικί ΧΑρΑκτήρες θΑ πρέπει νΑ είνΑι στΑ ΕΛΛΗΝΙΚΑ),ΚΩΔΙΚΟΣ ICD-10 (όλοι οι αλβαβητικοί χαρακτήρες θα πρέπει να είναι στα Αγγλικά)
2.0,Ο16Α,H27.0
2.0,Ο15Α,H27.1
2.0,Ο16Α,H27.8
2.0,Ο16Α,H27.9
2.0,Ο16Α,H28.0
2.0,Ο16Α,H28.1
2.0,Ο16Α,H28.2
2.0,Ο16Α,H28.8
2.0,Ο20Μ,H30.0
2.0,Ο20Μ,H30.1
2.0,Ο20Μ,H30.9
2.0,Ο03Α,H31.3
2.0,Ο14Α,H31.4
2.0,Ο20Μ,H32.0
2.0,Ο03Α,H33.0
2.0,Ο23Α,H33.1
2.0,Ο22Α,H33.3
2.0,Ο03Α,H33.5
2.0,Ο61Χ,H34.0
2.0,Ο61Χ,H34.1
2.0,Ο61Χ,H34.2
2.0,Ο61Χ,H34.8
2.0,Ο61Χ,H34.9
2.0,Ο61Χ,H35.0
2.0,Ο14Α,H35.1
2.0,Ο23Α,H35.2
2.0,Ο14Α,H35.3
2.0,Ο14Α,H35.5
2.0,Ο03Α,H35.6
2.0,Ο23Α,H35.7
2.0,Ο14Α,H36.0
2.0,Ο14Α,H36.8
2.0,Ο15B,H40.1
2.0,Ο15B,H40.2
2.0,Ο15B,H40.3
2.0,Ο15B,H40.4
2.0,Ο15B,H40.5
2.0,Ο15B,H40.6
2.0,Ο15B,H40.8
2.0,Ο15B,H40.9
2.0,Ο15B,H42
2.0,Ο15B,H42.0
2.0,Ο15B,H42.8
2.0,Ο03Α,H43.0
2.0,Ο03Α,H43.1
2.0,Ο03Α,H44.0
2.0,Ο03Α,H44.1
2.0,Ο14Α,H44.4
2.0,Ο14Α,H44.5
2.0,Ο03Α,H44.6
2.0,Ο03Α,H44.7
2.0,Ο02Α,H44.8
2.0,Ο23Α,H45.0
2.0,Ο03Α,H45.1
2.0,Ο61Χ,H46
2.0,Ο61Χ,H47
2.0,Ο21Μ,H47.0
2.0,Ο61Χ,H47.1
2.0,Ο61Χ,H47.2
2.0,Ο61Χ,H47.4
2.0,Ο61Χ,H47.5
2.0,Ο61Χ,H47.6
2.0,Ο61Χ,H47.7
2.0,Ο61Χ,H48.0
2.0,Ο61Χ,H48.1
2.0,Ο61Χ,H48.8
2.0,Ο21Μ,H49.0
2.0,Ο21Μ,H49.1
2.0,Ο21Μ,H49.2
2.0,Ο61Χ,H49.3
2.0,Ο61Χ,H49.4
2.0,Ο21Μ,H49.8
2.0,Ο21Μ,H49.9
2.0,Ο21Μ,H50.0
2.0,Ο21Μ,H50.1
2.0,Ο21Μ,H50.2
2.0,Ο21Μ,H50.3
2.0,Ο21Μ,H50.4
2.0,Ο21Μ,H50.5
2.0,Ο21Μ,H50.9
2.0,Ο21Μ,H51
2.0,Ο61Χ,H51.0
2.0,Ο21Μ,H51.1
2.0,Ο61Χ,H51.2
2.0,Ο61Χ,H51.8
2.0,Ο61Χ,H51.9
2.0,Ο23Α,H52
2.0,Ο23Α,H52.0
2.0,Ο23Α,H52.1
2.0,Ο23Α,H52.2
2.0,Ο23Α,H52.3
2.0,Ο23Α,H52.4
2.0,Ο61Χ,H52.5
2.0,Ο22Α,H53.2
2.0,Ο61Χ,H53.3
2.0,Ο61Χ,H53.4
2.0,Ο23Α,H04.2
2.0,Ο20Χ,H05.0
2.0,Ο20Χ,H06.1
2.0,Ο23Α,H11.4
2.0,Ο04Α,H13.3
2.0,Ο04Α,H15.8
2.0,Ο12Α,H16.0
2.0,Ο12Α,H16.1
2.0,Ο12Α,H16.2
2.0,Ο12Α,H16.3
2.0,Ο12Α,H16.4
2.0,Ο12Α,H17.0
2.0,Ο12Α,H17.1
2.0,Ο12Α,H17.8
2.0,Ο12Α,H17.9
2.0,Ο12Α,H18.0
2.0,Ο12Α,H18.1
2.0,Ο12Α,H18.2
2.0,Ο12Α,H18.3
2.0,Ο12Α,H18.4
2.0,Ο12Α,H18.5
2.0,Ο12Α,H18.6
2.0,Ο12Α,H18.7
2.0,Ο12Α,H18.8
2.0,Ο12Α,H19.1
2.0,Ο12Α,H19.2
2.0,Ο12Α,H19.3
2.0,Ο12Α,H19.8
2.0,Ο01Α,H21.5
2.0,Ο16Α,H26.1
2.0,Ο14Α,H27.0
2.0,Ο16Α,H27.1
2.0,Ο20Χ,H30.0
2.0,Ο20Χ,H30.1
2.0,Ο20Χ,H30.9
2.0,Ο22Α,H31.3
2.0,Ο03Α,H31.4
2.0,Ο20Χ,H32.0
2.0,Ο23Α,H33.3
2.0,Ο23Α,H34.0
2.0,Ο23Α,H35.0
2.0,Ο23Α,H35.1
2.0,Ο21Μ,H35.3
2.0,Ο14Α,H35.6
2.0,Ο21Μ,H36.0
2.0,Ο21Μ,H36.8
2.0,Ο14Α,H40.1
2.0,Ο23Α,H40.2
2.0,Ο22Α,H40.3
2.0,Ο23Α,H40.4
2.0,Ο23Α,H40.5
2.0,Ο23Α,H40.6
2.0,Ο23Α,H40.8
2.0,Ο23Α,H40.9
2.0,Ο23Α,H42
2.0,Ο23Α,H42.0
2.0,Ο23Α,H42.8
2.0,Ο14Α,H43.0
2.0,Ο21Μ,H43.1
2.0,Ο20Μ,H44.0
2.0,Ο20Μ,H44.1
2.0,Ο23Α,H44.4
2.0,Ο23Α,H44.5
2.0,Ο14Α,H44.6
2.0,Ο14Α,H44.7
2.0,Ο03Α,H44.8
2.0,Ο20Μ,H45.1
2.0,Ο61Χ,H47.0
2.0,Ο23Α,H47.2
2.0,Ο23Α,H47.7
2.0,Ο23Α,H48.0
2.0,Ο23Α,H48.1
2.0,Ο61Χ,H49.0
2.0,Ο61Χ,H49.1
2.0,Ο61Χ,H49.2
2.0,Ο11Α,H49.3
2.0,Ο11Α,H49.4
2.0,Ο61Χ,H49.8
2.0,Ο61Χ,H49.9
2.0,Ο61Χ,H50.0
2.0,Ο61Χ,H50.1
2.0,Ο61Χ,H50.2
2.0,Ο61Χ,H50.3
2.0,Ο61Χ,H50.4
2.0,Ο61Χ,H50.5
2.0,Ο61Χ,H50.9
2.0,Ο61Χ,H51
2.0,Ο61Χ,H51.1
2.0,Ο23Α,H51.8
2.0,Ο23Α,H51.9
2.0,Ο23Α,H52.5
2.0,Ο21Μ,H53.2
2.0,Ο23Α,H53.3
2.0,Ο23Α,H53.4
2.0,Ο17Α,H16.0
2.0,Ο17Α,H16.1
2.0,Ο23Α,H16.2
2.0,Ο23Α,H16.3
2.0,Ο04Α,H16.4
2.0,Ο23Α,H17.0
2.0,Ο23Α,H17.1
2.0,Ο23Α,H17.8
2.0,Ο23Α,H17.9
2.0,Ο12Α,H18.0
2.0,Ο17Α,H18.1
2.0,Ο17Α,H18.2
2.0,Ο17Α,H18.3
2.0,Ο17Α,H18.4
2.0,Ο17Α,H18.5
2.0,Ο17Α,H18.6
2.0,Ο17Α,H18.7
2.0,Ο17Α,H18.8
2.0,Ο17Α,H19.1
2.0,Ο17Α,H19.2
2.0,Ο17Α,H19.3
2.0,Ο17Α,H19.8
2.0,Ο23Α,H30.9
2.0,Ο14Α,H31.3
2.0,Ο23Α,H31.4
2.0,Ο23Α,H40.1
2.0,Ο23Α,H40.3
2.0,Ο22Α,H43.0
2.0,Ο23Α,H44.6
2.0,Ο23Α,H44.7
2.0,Ο20Χ,H45.1
2.0,Ο21Μ,H35.3
2.0,Ο14Α,H35.6
2.0,Ο21Μ,H36.0
2.0,Ο21Μ,H36.8
2.0,Ο21Μ,H43.1
2.0,Ο20Μ,H44.0
2.0,Ο20Μ,H44.1
2.0,Ο03Α,H44.8
2.0,Ο21Μ,H53.2
2.0,Ο61Χ,H35.3
2.0,Ο21Μ,H35.6
2.0,Ο61Χ,H36.0
2.0,Ο61Χ,H36.8
2.0,Ο61Χ,H43.1
2.0,Ο20Χ,H44.0
2.0,Ο20Χ,H44.1
2.0,Ο14Α,H44.8
2.0,Ο61Χ,H53.2
2.0,Ο23Α,H53.2
2.0,Ο23Α,H36.8
2.0,Ο22Α,H43.1
2.0,Ο23Α,H44.1
2.0,Ο23Α,H35.3
2.0,Ο61Χ,H35.6
2.0,Ο22Α,H35.6
2.0,Ο61Χ,H44.8
2.0,Ο22Α,H44.8
2.0,Ο23Α,H44.8
2.0,Ο21Μ,H44.8
3.0,Ω01Α,Η90
3.0,Ω01Α,Η91
3.0,Ω01Α,Q16
3.0,Ω02Μα,S01
3.0,Ω02Μα,S02
3.0,Ω02Μα,T20
3.0,Ω02Μα,T34
3.0,Ω02Μα,D38
3.0,Ω02Μα,H93.3
3.0,Ω02Μα,Y88
3.0,Ω02Μα,H95
3.0,Ω02Μα,D33
3.0,Ω02Μα,D35.5
3.0,Ω02Μα,D35.6
3.0,Ω02Μα,D10.6
3.0,Ω02Μβ,C00
3.0,Ω02Μβ,C01
3.0,Ω02Μβ,C02
3.0,Ω02Μβ,C03
3.0,Ω02Μβ,C04
3.0,Ω02Μβ,C05
3.0,Ω02Μβ,C06
3.0,Ω02Μβ,C07
3.0,Ω02Μβ,C08
3.0,Ω02Μβ,C09
3.0,Ω02Μβ,C10
3.0,Ω02Μβ,C11
3.0,Ω02Μβ,C12
3.0,Ω02Μβ,C13
3.0,Ω02Μβ,C14
3.0,Ω02Μβ,C15.0
3.0,Ω02Μβ,C30
3.0,Ω02Μβ,C31
3.0,Ω02Μβ,C32
3.0,Ω02Μβ,C72
3.0,Ω02Μβ,C73
3.0,Ω02Μβ,C75.4
3.0,Ω02Μβ,C77
3.0,Ω02Μβ,C43
3.0,Ω02Μβ,C44
3.0,Ω02Μβ,C47.0
3.0,Ω02Μβ,D00
3.0,Ω02Μβ,D02
3.0,Ω02Μβ,D03
3.0,Ω02Μβ,D04
3.0,Ω02Μβ,C49
3.0,Ω02Χ,Q30
3.0,Ω02Χ,D10
3.0,Ω02Χ,D11
3.0,Ω02Χ,D14
3.0,Ω02Χ,D34
3.0,Ω02Χ,D37
3.0,Ω02Χ,D38
3.0,Ω02Χ,G47.3
3.0,Ω02Χ,D21
3.0,Ω03Α,Q35
3.0,Ω03Α,Q36
3.0,Ω03Α,Q37
3.0,Ω04Μ,S02.4
3.0,Ω04Μ,S02.6
3.0,Ω04Μ,S02.8
3.0,Ω04Μ,S02.9
3.0,Ω04Μ,K07
3.0,Ω04Μ,K10
3.0,Ω04Μ,D10
3.0,Ω04Χ,K00
3.0,Ω04Χ,K01
3.0,Ω04Χ,K08
3.0,Ω04Χ,K09
3.0,Ω04Χ,S02.5
3.0,Ω05Α,K11
3.0,Ω05Α,C07
3.0,Ω05Α,D11
3.0,Ω05Α,S04
3.0,Ω05Α,G51.9
3.0,Ω06Α,H71
3.0,Ω06Α,H74
3.0,Ω06Α,H75
3.0,Ω06Α,D14
3.0,Ω06Α,Q16
3.0,Ω06Α,Q17
3.0,Ω06Α,H72
3.0,Ω06Α,H80
3.0,Ω06Α,H95
3.0,Ω06Α,D38
3.0,Ω06Α,J32
3.0,Ω06Α,J33
3.0,Ω06Α,J34.1
3.0,Ω10Α,J34.2
3.0,Ω10Α,J34.3
3.0,Ω10Α,J34.8
3.0,Ω10Α,W84
3.0,Ω10Α,S00.3
3.0,Ω10Α,S01.2
3.0,Ω10Α,S02.2
3.0,Ω10Α,T90
3.0,Ω11Α,J35
3.0,Ω11Α,H68
3.0,Ω11Α,H65
3.0,Ω11Α,C81
3.0,Ω11Α,C82
3.0,Ω11Α,C83
3.0,Ω11Α,C85
3.0,Ω11Α,W84
3.0,Ω11Α,D10.4
3.0,Ω11Α,D10.6
3.0,Ω12Α,H61.3
3.0,Ω12Α,H61.8
3.0,Ω12Α,H60.0
3.0,Ω13Α,H65
3.0,Ω13Α,H66
3.0,Ω13Α,H67
3.0,Ω13Α,H68
3.0,Ω13Α,H69
3.0,Ω13Α,H70
3.0,Ω13Α,H74.1
3.0,Ω14Α,K11
3.0,Ω14Α,K13
3.0,Ω14Α,K14
3.0,Ω15Α,H70
3.0,Ω15Α,H74
3.0,Ω15Α,H75
3.0,Ω15Α,H95
3.0,Ω20Α,K00
3.0,Ω20Α,K01
3.0,Ω20Α,K03
3.0,Ω20Α,K04
3.0,Ω20Α,K07
3.0,Ω20Α,S02.5
3.0,Ω30Μ,C01
3.0,Ω30Μ,C02
3.0,Ω30Μ,C03
3.0,Ω30Μ,C04
3.0,Ω30Μ,C05
3.0,Ω30Μ,C06
3.0,Ω30Μ,C07
3.0,Ω30Μ,C08
3.0,Ω30Μ,C09
3.0,Ω30Μ,C10
3.0,Ω30Μ,C11
3.0,Ω30Μ,C12
3.0,Ω30Μ,C13
3.0,Ω30Μ,C14
3.0,Ω30Μ,C15.0
3.0,Ω30Μ,C30
3.0,Ω30Μ,C31
3.0,Ω30Μ,C32
3.0,Ω30Μ,C73
3.0,Ω30Μ,C77
3.0,Ω30Μ,C47.0
3.0,Ω30Μ,D02
3.0,Ω30Μ,C41
3.0,Ω30Μ,D00
3.0,Ω30Μ,D02
3.0,Ω30Μ,D03
3.0,Ω30Μ,D04
3.0,Ω30Μ,C49
3.0,Ω30Χ,C00
3.0,Ω30Χ,D00
3.0,Ω30Χ,D03
3.0,Ω30Χ,D04
3.0,Ω30Χ,C44.0
3.0,Ω31Α,H55
3.0,Ω31Α,H71
3.0,Ω31Α,H74
3.0,Ω31Α,G51
3.0,Ω31Α,R42
3.0,Ω31Α,S04
3.0,Ω31Α,T90
3.0,Ω31Α,Y88
3.0,Ω31Α,G45
3.0,Ω31Α,G52
3.0,Ω31Α,H70.1
3.0,Ω31Α,H71
3.0,Ω31Α,H81
3.0,Ω31Α,H82
3.0,Ω31Α,H83
3.0,Ω32Α,S01.2
3.0,Ω32Α,S00.3
3.0,Ω32Α,D10.6
3.0,Ω32Α,A15.8
3.0,Ω32Α,Y87
3.0,Ω32Α,T90
3.0,Ω32Α,S02
3.0,Ω33Α,H65
3.0,Ω33Α,H66
3.0,Ω33Α,H67
3.0,Ω33Α,H68
3.0,Ω33Α,H69
3.0,Ω33Α,H74
3.0,Ω33Α,H75
3.0,Ω33Α,A15.5
3.0,Ω33Α,A15.8
3.0,Ω33Α,A15.9
3.0,Ω33Α,A16.4
3.0,Ω33Α,A16.8
3.0,Ω33Α,A36
3.0,Ω33Α,A38
3.0,Ω33Α,A49.1
3.0,Ω33Α,B00.2
3.0,Ω33Α,B27
3.0,Ω33Α,B94.9
3.0,Ω33Α,B95
3.0,Ω33Α,A49.2
3.0,Ω34Α,J04
3.0,Ω34Α,J05
3.0,Ω34Α,J06
3.0,Ω34Α,R07
3.0,Ω34Α,A36.2
3.0,Ω34Α,A49.1
3.0,Ω34Α,A49.2
3.0,Ω34Α,B95
3.0,Ω35Α,T90
3.0,Ω35Α,S02
3.0,Ω35Α,T33
3.0,Ω35Α,S01.2
3.0,Ω35Α,S00.3
3.0,Ω35Α,Y87
3.0,Ω36Μ,R60
3.0,Ω36Μ,T16
3.0,Ω36Μ,T17
3.0,Ω36Μ,T20
3.0,Ω36Μ,B02.2
3.0,Ω36Μ,G53.0*
3.0,Ω36Μ,G63.0*
3.0,Ω36Μ,G53.0*
3.0,Ω36Μ,G51
3.0,Ω36Μ,G52
3.0,Ω36Μ,H74
3.0,Ω36Μ,H75
3.0,Ω36Μ,H91
3.0,Ω36Μ,H92
3.0,Ω36Μ,H94
3.0,Ω36Μ,R49
3.0,Ω36Μ,J36
3.0,Ω36Μ,J38
3.0,Ω36Μ,J39
3.0,Ω36Χ,J37
3.0,Ω36Χ,Κ02
3.0,Ω36Χ,B00.1
3.0,Ω36Χ,H60
3.0,Ω36Χ,H61
3.0,Ω36Χ,H62
3.0,Ω36Χ,H73
3.0,Ω36Χ,H93
3.0,Ω36Χ,S00.9
3.0,Ω36Χ,J30
3.0,Ω36Χ,J31
3.0,Ω36Χ,D22
3.0,Ω37Α,K04
3.0,Ω37Α,K05
3.0,Ω37Α,K06
3.0,Ω37Α,K12
3.0,Ω37Α,K13
3.0,Ω37Α,S00.5
3.0,Ω37Β,K02
3.0,Ω37Β,K14
3.0,Ω37Β,K03
4.0,Α01Μ,A15.2
4.0,Α01Μ,A15.3
4.0,Α01Μ,A15.4
4.0,Α01Μ,A15.6
4.0,Α01Μ,A15.8
4.0,Α01Μ,A16.3
4.0,Α01Μ,A16.5
4.0,Α01Μ,B44.0
4.0,Α01Μ,B47
4.0,Α01Μ,B67.1
4.0,Α01Μ,C33
4.0,Α01Μ,C34
4.0,Α01Μ,C37
4.0,Α01Μ,C38
4.0,Α01Μ,C39
4.0,Α01Μ,C45
4.0,Α01Μ,C77.1
4.0,Α01Μ,C78.0
4.0,Α01Μ,C78.1
4.0,Α01Μ,C78.2
4.0,Α01Μ,C78.3
4.0,Α01Μ,C81
4.0,Α01Μ,C82
4.0,Α01Μ,C83
4.0,Α01Μ,C85
4.0,Α01Μ,C97
4.0,Α01Μ,D14.2
4.0,Α01Μ,D14.3
4.0,Α01Μ,D14.4
4.0,Α01Μ,D15.0
4.0,Α01Μ,D15.2
4.0,Α01Μ,D15.7
4.0,Α01Μ,D15.9
4.0,Α01Μ,D17.4
4.0,Α01Μ,D19
4.0,Α01Μ,D38.1
4.0,Α01Μ,D38.2
4.0,Α01Μ,D38.3
4.0,Α01Μ,D38.4
4.0,Α01Μ,D38.5
4.0,Α01Μ,D86
4.0,Α01Μ,E85
4.0,Α01Μ,I30
4.0,Α01Μ,I31
4.0,Α01Μ,Ι32
4.0,Α01Μ,I88
4.0,Α01Μ,J84
4.0,Α01Μ,J84.1
4.0,Α01Μ,J85
4.0,Α01Μ,J86
4.0,Α01Μ,J90
4.0,Α01Μ,J93
4.0,Α01Μ,J94
4.0,Α01Μ,J94.0
4.0,Α01Μ,J94.2
4.0,Α01Μ,J95.1
4.0,Α01Μ,J98.0
4.0,Α01Μ,J98.2
4.0,Α01Μ,J99.1
4.0,Α01Μ,L04.8
4.0,Α01Μ,Q32
4.0,Α01Μ,Q33
4.0,Α01Μ,Q34
4.0,Α01Μ,R58
4.0,Α01Μ,R59
4.0,Α01Μ,R91
4.0,Α01Μ,S21
4.0,Α01Μ,S27
4.0,Α01Μ,S27.0
4.0,Α01Μ,S27.1
4.0,Α01Μ,S27.2
4.0,Α01Μ,S27.3
4.0,Α01Μ,S27.4
4.0,Α01Μ,S27.5
4.0,Α01Μ,S27.6
4.0,Α01Μ,S27.7
4.0,Α01Μ,S27.8
4.0,Α01Μ,S28
4.0,Α01Μ,S29
4.0,Α01Μ,T17
4.0,Α01Χ,A15.2
4.0,Α01Χ,A15.3
4.0,Α01Χ,A15.4
4.0,Α01Χ,A15.6
4.0,Α01Χ,A15.8
4.0,Α01Χ,A16.3
4.0,Α01Χ,A16.5
4.0,Α01Χ,B44.0
4.0,Α01Χ,B47
4.0,Α01Χ,B67.1
4.0,Α01Χ,C33
4.0,Α01Χ,C34
4.0,Α01Χ,C37
4.0,Α01Χ,C38
4.0,Α01Χ,C39
4.0,Α01Χ,C45
4.0,Α01Χ,C77.1
4.0,Α01Χ,C78.0
4.0,Α01Χ,C78.1
4.0,Α01Χ,C78.2
4.0,Α01Χ,C78.3
4.0,Α01Χ,C81
4.0,Α01Χ,C82
4.0,Α01Χ,C83
4.0,Α01Χ,C85
4.0,Α01Χ,C97
4.0,Α01Χ,D14.2
4.0,Α01Χ,D14.3
4.0,Α01Χ,D14.4
4.0,Α01Χ,D15.0
4.0,Α01Χ,D15.2
4.0,Α01Χ,D15.7
4.0,Α01Χ,D15.9
4.0,Α01Χ,D17.4
4.0,Α01Χ,D19
4.0,Α01Χ,D38.1
4.0,Α01Χ,D38.2
4.0,Α01Χ,D38.3
4.0,Α01Χ,D38.4
4.0,Α01Χ,D38.5
4.0,Α01Χ,D86
4.0,Α01Χ,E85
4.0,Α01Χ,I30
4.0,Α01Χ,I31
4.0,Α01Χ,Ι32
4.0,Α01Χ,I88
4.0,Α01Χ,J84
4.0,Α01Χ,J84.1
4.0,Α01Χ,J85
4.0,Α01Χ,J86
4.0,Α01Χ,J90
4.0,Α01Χ,J93
4.0,Α01Χ,J94
4.0,Α01Χ,J94.0
4.0,Α01Χ,J94.2
4.0,Α01Χ,J95.1
4.0,Α01Χ,J98.0
4.0,Α01Χ,J98.2
4.0,Α01Χ,J99.1
4.0,Α01Χ,L04.8
4.0,Α01Χ,Q32
4.0,Α01Χ,Q33
4.0,Α01Χ,Q34
4.0,Α01Χ,R58
4.0,Α01Χ,R59
4.0,Α01Χ,R91
4.0,Α01Χ,S21
4.0,Α01Χ,S27
4.0,Α01Χ,S27.0
4.0,Α01Χ,S27.1
4.0,Α01Χ,S27.2
4.0,Α01Χ,S27.3
4.0,Α01Χ,S27.4
4.0,Α01Χ,S27.5
4.0,Α01Χ,S27.6
4.0,Α01Χ,S27.7
4.0,Α01Χ,S27.8
4.0,Α01Χ,S28
4.0,Α01Χ,S29
4.0,Α01Χ,T17
4.0,Α02Μα,A15.2
4.0,Α02Μα,A15.3
4.0,Α02Μα,A15.4
4.0,Α02Μα,A15.6
4.0,Α02Μα,A15.8
4.0,Α02Μα,A16.3
4.0,Α02Μα,A16.5
4.0,Α02Μα,B44.0
4.0,Α02Μα,B47
4.0,Α02Μα,B67.1
4.0,Α02Μα,C33
4.0,Α02Μα,C34
4.0,Α02Μα,C37
4.0,Α02Μα,C38
4.0,Α02Μα,C39
4.0,Α02Μα,C45
4.0,Α02Μα,C77.1
4.0,Α02Μα,C78.0
4.0,Α02Μα,C78.1
4.0,Α02Μα,C78.2
4.0,Α02Μα,C78.3
4.0,Α02Μα,C81
4.0,Α02Μα,C82
4.0,Α02Μα,C83
4.0,Α02Μα,C85
4.0,Α02Μα,C97
4.0,Α02Μα,D14.2
4.0,Α02Μα,D14.3
4.0,Α02Μα,D14.4
4.0,Α02Μα,D15.0
4.0,Α02Μα,D15.2
4.0,Α02Μα,D15.7
4.0,Α02Μα,D15.9
4.0,Α02Μα,D17.4
4.0,Α02Μα,D19
4.0,Α02Μα,D38.1
4.0,Α02Μα,D38.2
4.0,Α02Μα,D38.3
4.0,Α02Μα,D38.4
4.0,Α02Μα,D38.5
4.0,Α02Μα,D86
4.0,Α02Μα,E85
4.0,Α02Μα,I30
4.0,Α02Μα,I31
4.0,Α02Μα,Ι32
4.0,Α02Μα,I88
4.0,Α02Μα,J84
4.0,Α02Μα,J84.1
4.0,Α02Μα,J85
4.0,Α02Μα,J86
4.0,Α02Μα,J90
4.0,Α02Μα,J93
4.0,Α02Μα,J94
4.0,Α02Μα,J94.0
4.0,Α02Μα,J94.2
4.0,Α02Μα,J95.1
4.0,Α02Μα,J98.0
4.0,Α02Μα,J98.2
4.0,Α02Μα,J99.1
4.0,Α02Μα,L04.8
4.0,Α02Μα,Q32
4.0,Α02Μα,Q33
4.0,Α02Μα,Q34
4.0,Α02Μα,R58
4.0,Α02Μα,R59
4.0,Α02Μα,R91
4.0,Α02Μα,S21
4.0,Α02Μα,S27
4.0,Α02Μα,S27.0
4.0,Α02Μα,S27.1
4.0,Α02Μα,S27.2
4.0,Α02Μα,S27.3
4.0,Α02Μα,S27.4
4.0,Α02Μα,S27.5
4.0,Α02Μα,S27.6
4.0,Α02Μα,S27.7
4.0,Α02Μα,S27.8
4.0,Α02Μα,S28
4.0,Α02Μα,S29
4.0,Α02Μα,T17
4.0,Α02Μβ,A15.2
4.0,Α02Μβ,A15.3
4.0,Α02Μβ,A15.4
4.0,Α02Μβ,A15.6
4.0,Α02Μβ,A15.8
4.0,Α02Μβ,A16.3
4.0,Α02Μβ,A16.5
4.0,Α02Μβ,B44.0
4.0,Α02Μβ,B47
4.0,Α02Μβ,B67.1
4.0,Α02Μβ,C33
4.0,Α02Μβ,C34
4.0,Α02Μβ,C37
4.0,Α02Μβ,C38
4.0,Α02Μβ,C39
4.0,Α02Μβ,C45
4.0,Α02Μβ,C77.1
4.0,Α02Μβ,C78.0
4.0,Α02Μβ,C78.1
4.0,Α02Μβ,C78.2
4.0,Α02Μβ,C78.3
4.0,Α02Μβ,C81
4.0,Α02Μβ,C82
4.0,Α02Μβ,C83
4.0,Α02Μβ,C85
4.0,Α02Μβ,C97
4.0,Α02Μβ,D14.2
4.0,Α02Μβ,D14.3
4.0,Α02Μβ,D14.4
4.0,Α02Μβ,D15.0
4.0,Α02Μβ,D15.2
4.0,Α02Μβ,D15.7
4.0,Α02Μβ,D15.9
4.0,Α02Μβ,D17.4
4.0,Α02Μβ,D19
4.0,Α02Μβ,D38.1
4.0,Α02Μβ,D38.2
4.0,Α02Μβ,D38.3
4.0,Α02Μβ,D38.4
4.0,Α02Μβ,D38.5
4.0,Α02Μβ,D86
4.0,Α02Μβ,E85
4.0,Α02Μβ,I30
4.0,Α02Μβ,I31
4.0,Α02Μβ,Ι32
4.0,Α02Μβ,I88
4.0,Α02Μβ,J84
4.0,Α02Μβ,J84.1
4.0,Α02Μβ,J85
4.0,Α02Μβ,J86
4.0,Α02Μβ,J90
4.0,Α02Μβ,J93
4.0,Α02Μβ,J94
4.0,Α02Μβ,J94.0
4.0,Α02Μβ,J94.2
4.0,Α02Μβ,J95.1
4.0,Α02Μβ,J98.0
4.0,Α02Μβ,J98.2
4.0,Α02Μβ,J99.1
4.0,Α02Μβ,L04.8
4.0,Α02Μβ,Q32
4.0,Α02Μβ,Q33
4.0,Α02Μβ,Q34
4.0,Α02Μβ,R58
4.0,Α02Μβ,R59
4.0,Α02Μβ,R91
4.0,Α02Μβ,S21
4.0,Α02Μβ,S27
4.0,Α02Μβ,S27.0
4.0,Α02Μβ,S27.1
4.0,Α02Μβ,S27.2
4.0,Α02Μβ,S27.3
4.0,Α02Μβ,S27.4
4.0,Α02Μβ,S27.5
4.0,Α02Μβ,S27.6
4.0,Α02Μβ,S27.7
4.0,Α02Μβ,S27.8
4.0,Α02Μβ,S28
4.0,Α02Μβ,S29
4.0,Α02Μβ,T17
4.0,Α02Χ,C34
4.0,Α02Χ,C38.4
4.0,Α02Χ,C39
4.0,Α02Χ,C45
4.0,Α02Χ,C78.0
4.0,Α02Χ,C78.2
4.0,Α02Χ,C78.3
4.0,Α02Χ,C97
4.0,Α02Χ,D38.1
4.0,Α02Χ,D38.2
4.0,Α02Χ,I88
4.0,Α02Χ,J84
4.0,Α02Χ,J84.1
4.0,Α02Χ,J90
4.0,Α02Χ,J93
4.0,Α02Χ,J94
4.0,Α02Χ,J98.0
4.0,Α02Χ,L04.8
4.0,Α02Χ,R58
4.0,Α02Χ,R59
4.0,Α02Χ,R91
4.0,Α02Χ,S27
4.0,Α02Χ,S27.3
4.0,Α02Χ,S27.4
4.0,Α02Χ,S27.5
4.0,Α02Χ,S27.6
4.0,Α02Χ,S27.8
4.0,Α02Χ,S29
4.0,Α02Χ,T17
4.0,Α10Μ,Ε84.0
4.0,Α10Μ,I26.0
4.0,Α10Μ,J10.0
4.0,Α10Μ,J11.0
4.0,Α10Μ,J12
4.0,Α10Μ,J13
4.0,Α10Μ,J14
4.0,Α10Μ,J15
4.0,Α10Μ,J16
4.0,Α10Μ,J17
4.0,Α10Μ,J18
4.0,Α10Μ,J85.1
4.0,Α10Μ,J81
4.0,Α10Μ,J96.0
4.0,Α10Μ,J43
4.0,Α10Μ,J44.0
4.0,Α10Μ,J44.1
4.0,Α10Μ,R04.2
4.0,Α10Μ,R04.8
4.0,Α10Μ,R09.2
4.0,Α10Μ,J93
4.0,Α10Μ,J93.0
4.0,Α10Μ,J93.1
4.0,Α10Μ,J93.8
4.0,Α10Μ,J93.9
4.0,Α10Μ,J46
4.0,Α10Μ,J94.0
4.0,Α10Μ,J94.2
4.0,Α10Μ,J86
4.0,Α10Μ,J84
4.0,Α10Μ,J84.0
4.0,Α10Μ,J84.1
